selection-algo,init,1,2,3,4,5,6,7,8,9,10,11,12
greedy,0.205,0.16500,0.14500,0.21000,0.17500,0.22000,0.17000,0.15500,0.15500,0.18000,0.13000,0.17000,0.12000
random,0.205,0.18500,0.12500,0.12500,0.12000,0.06500,0.17000,0.13500,0.09000,0.13500,0.13500,0.14500,0.14500
greedy,0.03,0.05500,0.09500,0.05500,0.07500,0.05500,0.11000,0.09000,0.08500,0.09500,0.07000,0.14500,0.11000
random,0.03,0.06000,0.07500,0.08500,0.05500,0.10000,0.05500,0.08500,0.06500,0.12000,0.03000,0.09500,0.11500
