selection-algo,init,1,2,3,4,5,6,7,8,9,10,11,12
random,0.35,0.37,0.36,0.345,0.35,0.365,0.39,0.365,0.435,0.425,0.48,0.4,0.44
greedy,0.35,0.38,0.27,0.31,0.425,0.42,0.43,0.495,0.29,0.51,0.505,0.465,0.445
betweeness,0.35,0.31,0.33,0.395,0.33,0.335,0.345,0.43,0.4,0.395,0.505,0.465,0.61
closeness,0.35,0.31,0.3,0.36,0.405,0.365,0.4,0.495,0.47,0.41,0.495,0.58,0.49
degree,0.35,0.375,0.38,0.435,0.29,0.255,0.56,0.495,0.46,0.445,0.54,0.45,0.425
