selection-algo,init,1,2,3,4,5,6,7,8,9,10,11,12
random,0.425,0.34,0.255,0.475,0.45,0.415,0.48,0.35,0.315,0.385,0.385,0.4,0.395
greedy,0.425,0.385,0.45,0.46,0.495,0.575,0.485,0.52,0.48,0.47,0.575,0.52,0.595
betweeness,0.425,0.46,0.365,0.41,0.42,0.425,0.505,0.49,0.39,0.36,0.485,0.425,0.57
closeness,0.425,0.34,0.375,0.43,0.425,0.42,0.43,0.34,0.475,0.405,0.505,0.515,0.65
degree,0.425,0.27,0.35,0.375,0.44,0.405,0.53,0.415,0.29,0.425,0.365,0.42,0.44
