selection-algo,init,1,2,3,4,5,6,7,8,9,10,11,12
random,0.17,0.135,0.155,0.165,0.225,0.215,0.295,0.26,0.265,0.23,0.275,0.27,0.33
greedy,0.17,0.12,0.195,0.19,0.245,0.235,0.23,0.315,0.4,0.36,0.255,0.35,0.235
betweeness,0.17,0.125,0.18,0.275,0.19,0.185,0.185,0.23,0.165,0.255,0.325,0.17,0.365
closeness,0.17,0.155,0.19,0.155,0.19,0.26,0.215,0.33,0.215,0.3,0.24,0.345,0.275
degree,0.17,0.14,0.205,0.145,0.18,0.23,0.145,0.195,0.345,0.265,0.305,0.3,0.325
