selection-algo,init,1,2,3,4,5,6,7,8,9,10,11,12
rand,0.2,0.2,0.21,0.18,0.175,0.194,0.21,0.31,0.26,0.16,0.2,0.195,0.27
greedy,0.2,0.21,0.2,0.23,0.29,0.315,0.28,0.36,0.24,0.28,0.295,0.36,0.35
shortest,0.2,0.18,0.21,0.27,0.265,0.19,0.24,0.2,0.18,0.2,0.28,0.29,0.21
betweeness,0.2,0.205,0.23,0.175,0.305,0.21,0.22,0.175,0.215,0.165,0.15,0.195,0.195
closeness,0.2,0.18,0.4,0.23,0.18,0.245,0.2,0.18,0.235,0.2,0.28,0.3,0.315
