selection-algo,init,1,2,3,4,5,6,7,8,9,10,11,12
rand,0.25,0.265,0.32,0.3,0.215,0.345,0.215,0.3,0.345,0.315,0.25,0.3,0.315
greedy,0.25,0.25,0.3,0.275,0.345,0.365,0.3,0.355,0.365,0.32,0.375,0.375,0.4
shortest,0.25,0.24,0.25,0.29,0.315,0.345,0.3,0.275,0.3,0.345,0.29,0.3,0.265
betweeness,0.25,0.25,0.235,0.265,0.29,0.32,0.35,0.335,0.3,0.385,0.325,0.32,0.285
closeness,0.25,0.215,0.265,0.385,0.24,0.365,0.275,0.25,0.25,0.28,0.315,0.325,0.345
